constructionyear;locality;organbuilder;architect;stopsnumber;manualsnumber;pedals
1976;Kirke Eskildstrup Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;7;1;Pedal
1975;Kirke Flinterup Kirke ;I. Starup & Søn;;5;1;Pedal
1975;Nebbelunde kirke ;I. Starup & Søn;;4;1;(Intet Pedal)
1975;Rungsted Kirke ;Conrad Christiansen;;19;2;Pedal
1975;Sebber Kirke ;Bruno Christensen & Sønner;;16;2;Pedal
1975;Sigerslevvester Kirke ;Jensen & Thomsen;;7;1;Anhangspedal
1975;Skæve Kirke ;Marcussen & Søn;;7;1;Pedal
1964;Rosmus Kirke ;Marcussen & Søn;Ebbe Lehn Petersen [se noter].;6;1;Pedal
1975;Stubberup Kirke ;Fyns Orgelbyggeri;;8;1;Pedal
1975;Støvring Kirke ;Th. Frobenius & Sønner;;7;1;Pedal
1975;Sønder Bork Kirke ;Th. Frobenius & Sønner;;5;1;(Intet Pedal)
1975;Søndersted Kirke ;Jensen & Thomsen;;6;1;Pedal
1975;Taps Kirke ;Bruno Christensen & Sønner;;7;1;Pedal
1975;Tversted Kirke ;Bruno Christensen & Sønner;;10;2;Pedal
1975;Vissenbjerg Kirke ;P. Bruhn & Søn;Knud, Erik og Ebbe Lehn Petersen [Orglet 1976,1];19;2;Pedal
1975;Hæstrup Kirke ;Bruno Christensen & Sønner;;5;1;Pedal
1973;Ringsted, Sct. Knuds Kirke ;Jensen & Thomsen;;3;1;(Intet Pedal)
1974;Hørup Kirke ;Bruno Christensen & Sønner;;12;2;Pedal
1974;Kirke Stillinge Kirke ;I. Starup & Søn;;15;2;Pedal
1974;Klemensker, Sct. Klemens Kirke ;Bruno Christensen & Sønner;;19;2;Pedal
1974;Landet Kirke ;Marcussen & Søn;;7;1;Pedal
1974;Langå Kirke ;P. Bruhn & Søn;;13;2;Pedal
1974;Lille Heddinge Kirke ;Th. Frobenius & Sønner;;6;1;Pedal
1973;Munke Bjergby Kirke ;I. Starup & Søn;;6;1;Pedal
1974;Mygdal Kirke ;Bruno Christensen & Sønner;;10;2;Pedal
1853 (?);Nørre Dalby Kirke ;Jens Gregersen;;4;1;(Intet Pedal)
1974;Omø Kirke ;Bruno Christensen & Sønner;;4;1;(Intet Pedal)
1974;Randers, Sct. Andreas Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;26;2;Pedal
1974;Sandager Kirke ;P. Bruhn & Søn;Antagelig er facaden fra Hemmersam-orglet, tegnet af Rolf Graae, genanvendt.;8;1;Pedal
1974;Skovby Kirke ;Marcussen & Søn;;11;2;Pedal
1974;Stenderup Kirke ;P. Bruhn & Søn;;9;2;Pedal
1975;Skrøbelev Kirke ;Bruno Christensen & Sønner;;12;2;Pedal
1974;Tapdrup Kirke ;I. Starup & Søn;;5;1;Pedal
1974;Turup Kirke ;Jensen & Thomsen;;6;1;Pedal
1974;Tårnborg Kirke ;I. Starup & Søn;;12;2;Pedal
1974;Vedsted Kirke ;Bruno Christensen & Sønner;;7;1;Pedal
1974;Vedtofte Kirke ;P. Bruhn & Søn;;7;1;Pedal
1974;Veflinge Kirke ;Bruno Christensen & Sønner;;10;2;Pedal
1975;Veng Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;12;2;Pedal
1974;Visborg Kirke ;Bruno Christensen & Sønner;;7;1;Pedal
1974;Vittrup Kirke ;Bruno Christensen & Sønner;;4;1;(Intet Pedal)
1974;Vojens Kirke ;Marcussen & Søn;;13;2;Pedal
1974;Ølsemagle Kirke ;Frederiksborg Orgelbyggeri;;6;1;Pedal
1972;Vallensved Kirke ;Th. Frobenius & Sønner;;6;1;Pedal
1973;Hvilsom Kirke ;Jydsk Orgelbyggeri;;4;1;Anhangspedal
1973;Isenvad Kirke ;Marcussen & Søn;;6;1;Pedal
1973;Karup Kirke ;Bruno Christensen;;7;1;Pedal
1973;Kastbjerg Kirke ;Jensen & Thomsen;;4;1;(Intet Pedal)
1973;Kasted Kirke ;Bruno Christensen;;4;1;(Intet Pedal)
1973;Lerbjerg Kirke ;Bruno Christensen;;4;1;(Intet Pedal)
1973;Løsning Kirke ;Frederiksborg Orgelbyggeri;Inger og Johannes Exner;7;1;Pedal
1973;Malling Kirke ;Marcussen & Søn;;12;2;Pedal
1973;Mosevrå Kirke ;Bruno Christensen;;4;1;(Intet Pedal)
1973;Nordrupvester Kirke ;Frederiksborg Orgelbyggeri;;6;1;Pedal
1973;Nors Kirke ;Th. Frobenius & Sønner;;7;1;Pedal
1973;Sejerslev Kirke ;Th. Frobenius & Sønner;;6;1;Pedal
1973;Solrød Kirke ;I. Starup & Søn;;9;2;Pedal
1973;Søllested Kirke ;Conrad Christiansen;;6;1;Pedal
1973;Torrild Kirke ;Bruno Christensen;;6;1;Pedal
1973;Torslunde Kirke ;Frederiksborg Orgelbyggeri;;4;1;Anhangspedal
1973;Tøndering Kirke ;Th. Frobenius & Sønner;;4;1;(Intet Pedal)
1973;Tånum Kirke ;Bruno Christensen;;7;1;Pedal
1973;Uggeløse Kirke ;Jensen & Thomsen;;12;2;Pedal
1973;Viborg, Vestervang Kirke ;Marcussen & Søn;;18;2;Pedal
1973;Viby Kirke ;Th. Frobenius & Sønner;Viggo Dahl / (Knud, Erik og Ebbe Lehn Petersen). [Jf. Danmarks Kirker].;7;1;Pedal
1973;Åsted Kirke ;Th. Frobenius & Sønner;;5;1;Pedal
1972;Højen Kirke ;Bruno Christensen;;7;1;Pedal
1971;Ilskov Kirke ;Jydsk Orgelbyggeri;;5;1;Pedal
1972;Nylars Kirke ;Bruno Christensen;;6;1;Pedal
1972;Ravnebjerg Kirke ;Bruno Christensen;;6;1;Pedal
1972;Selde Kirke ;Th. Frobenius & Sønner;;8;1;Pedal
1972;Skovlunde Kirke ;Th. Frobenius & Sønner;N.M. Nielsen;22;2;Pedal
1972;Sludstrup Kirke ;Bruno Christensen;;4;1;(Intet Pedal)
1972;Stadil Kirke ;Frederiksborg Orgelbyggeri;;7;1;Pedal
1972;Svanninge Kirke ;Bruno Christensen;;10;2;Pedal
1972;Svinninge Kirke ;Conrad Christiansen;Conrad Christiansen [meddelt af denne].;11;2;Pedal
1972;Ting-Jellinge Kirke ;Bruno Christensen;;4;1;(Intet Pedal)
1972;Tranbjerg Kirke ;Marcussen & Søn;;10;2;Pedal
1972;Ubjerg Kirke ;Bruno Christensen;;6;1;Pedal
1972;Udby Kirke ;Bruno Christensen;;6;1;Pedal
1972;Ugilt Kirke ;Bruno Christensen;;6;1;Pedal
1971;Vebbestrup Kirke ;Jydsk Orgelbyggeri;;5;1;Pedal
1972;Verninge Kirke ;P. Bruhn;;9;2;Pedal
1972;Aarhus, Åby Kirke ;Bruno Christensen;;8;2;Pedal
1972;Åstrup Kirke ;Bruno Christensen;;6;1;Pedal
1970;Kornerup Kirke ;Bruno Christensen;;4;1;(Intet Pedal)
1971;Kvanløse Kirke ;Frederiksborg Orgelbyggeri;;14;2;Pedal
1971;København, Hyltebjerg Kirke;Conrad Christiansen;;16;2;Pedal
1971;Lihme kirke ;Jydsk Orgelbyggeri;;5;1;Anhangspedal
1971;Lime Kirke ;I. Starup & Søn;;5;1;Anhangspedal
1971;Mjolden Kirke ;Th. Frobenius & Sønner;;4;1;(Intet Pedal)
1971;Mollerup Kirke ;Jydsk Orgelbyggeri;;4;1;(Intet Pedal)
1964;Måbjerg Kirke ;Th. Frobenius & Co;Leopold Teschl;13;2;Pedal
1971;No Kirke ;Bruno Christensen;> Orgelbyggeriet [se noter].;5;1;Pedal
1971;Nøbbet Kirke ;Walcker;;6;1;Pedal
1971;Ramme Kirke ;Bruno Christensen;;4;1;(Intet Pedal)
1971;Skalborg Kirke ;Marcussen & Søn;;31;3;Pedal
1971;Skelby Kirke ;Bruno Christensen;;6;1;Pedal
1971;Frydendal Kirke ;Jensen & Thomsen;;6;1;Pedal
1971;Sønder Rind Kirke ;Jydsk Orgelbyggeri;;4;1;(Intet Pedal)
1971;Vennebjerg Kirke ;Marcussen & Søn;;6;1;Pedal
1971;Venslev Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;4;1;(Intet Pedal)
1971;Videbæk Kirke ;P. Bruhn;;12;2;Pedal
1971;Vigersted Kirke ;Th. Frobenius & Sønner;;5;1;Pedal
1971;Vrangstrup Kirke ;Conrad Christiansen;;5;1;(Intet Pedal)
1971;Ørre Kirke ;Marcussen & Søn;;4;1;(Intet Pedal)
1971;Østrup Kirke ;Bruno Christensen;;7;1;Pedal
1970;Aarhus, Langenæs Kirke ;Marcussen & Søn;;30;3;Pedal
1972;Korsør, Halsskov Kirke ;Th. Frobenius & Sønner;Holger Jensen. [se noter].;18;2;Pedal
1932;København, Allehelgens Kirke;Marcussen & Søn;;22;2;Pedal
1981;København, Dragør Kirke;Jensen & Thomsen;;21;2;Pedal
1961;København, De Gamles Bys Kirke;I. Starup & Søn;;10;2;Pedal
1957;Holte, Gammel Holte Kirke;I. Starup & Søn;;4;1;(Intet Pedal)
1953;Rødovre, Grøndalslund Kirke;Th. Frobenius & Co;;11;2;Pedal
1960;Mørkhøj Kirke ;Th. Frobenius & Co;;17;2;Pedal
1862;Løgsted Kirke ;Jens Gregersen;;5;1;(Intet Pedal)
1961;Løgumkloster Kirke;Marcussen & Søn;;5;1;(Intet Pedal)
1985;Espergærde, Mørdrup Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;22;2;Pedal
1963;Ringe Kirke ;Marcussen & Søn;;15;2;Pedal
1970;Struer Kirke;I. Starup & Søn;;4;1;(Intet Pedal)
1964;Sørup Kirke ;Th. Frobenius & Co;;11;2;Pedal
1893 (?);Tønder Kirke;Frederik Nielsen;;4;1;(Intet Pedal)
1988;Gistrup Kirke ;Marcussen & Søn;> Holger Jensen [iflg. meddelelse fra orgelbyggeriet 1989].;15;2;Pedal
1967;Sønder Årslev Kirke ;Th. Frobenius & Sønner;;10;2;Pedal
1885;Øksendrup Kirke ;A.H. Busch & Sønner;;6;1;Anhangspedal
1886;Stadager Kirke ;A.H. Busch & Sønner;;4;1;Anhangspedal
1891;Simested Kirke ;A.H. Busch & Sønner;;5;1;(Intet Pedal)
1902;Nyrup Baptistkirke ;A.H. Busch & Sønner;;6;1;(Intet Pedal)
1904;Kastbjerg Kirke ;A.H. Busch & Sønner;;4;1;(Intet Pedal)
1872 (?);Vindblæs Kirke ;J.A. Demant;;5;1;(Intet Pedal)
1873;Sandby Kirke ;J.A. Demant;;4;1;(Intet Pedal)
1877;Sønder Bjerge Kirke ;J.A. Demant;;4;1;(Intet Pedal)
1874;Snøde Kirke ;J.A. Demant;;5;1;(Intet Pedal)
1872 (?);Søstrup Kirke ;J.A. Demant;;5;1;(Intet Pedal)
1861;Købelev Kirke ;Peter Mortensen Gudme;;4;1;(Intet Pedal)
1880 (?);Kappel Kirke ;Peter Mortensen Gudme;;5;1;(Intet Pedal)
1966;Hvilsted Kirke ;Brdr. Bruhn;;6;1;Pedal
1967;Hvorslev Kirke ;Th. Frobenius & Sønner;;6;1;Pedal
1963;Højbjerg Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal)
1953;Højrup Kirke ;Marcussen & Søn;;6;1;Pedal
1954;Ibsker, Sct. Ibs Kirke ;Th. Frobenius & Co;;10;2;Pedal
1965;Iglsø Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;5;1;(Intet Pedal)
1971;Ilderhede Kirke ;Frederiksborg Orgelbyggeri;;4;1;Anhangspedal
1960;Ishøj Kirke ;Th. Frobenius & Co;;5;1;(Intet Pedal)
1966;Janderup Kirke ;Th. Frobenius & Co;;17;2;Pedal
1964;Tved Kirke ;Th. Frobenius & Co;;7;1;Pedal
1959;Junget Kirke ;Jydsk Orgelbyggeri;;5;1;Anhangspedal
1965;Skarresø Kirke ;Th. Frobenius & Co;;7;1;Pedal
1882 (?);Svendborg, Sct. Johannes Kirke ;Peter Mortensen Gudme;;4;1;(Intet Pedal)
1890;Kolding, Sct. Michaels Kirke ;Friedrich Fleiter;;8;1;Pedal
1865;Nødebo Kirke ;Daniel Köhne;;5;1;(Intet Pedal)
1964;Sevel Kirke ;Th. Frobenius & Co;;8;1;Pedal
1890;Randers, Jesu Hjerte Kirke ;Friedrich Fleiter;;5;1;Anhangspedal
1873;Svenstrup Kirke ;Marcussen & Søn;;9;1;Pedal
1896;Lintrup Kirke ;Marcussen & Søn;;8;2;Anhangspedal
1896 (?);Sejlstrup Kirke ;Frederik Nielsen;;4;1;(Intet Pedal)
1885 (?);Holbæk, Sct. Elisabeths Kirke ;Frederik Nielsen;;5;1;(Intet Pedal)
1885 (?);Skader Kirke ;Frederik Nielsen;;3;1;(Intet Pedal)
1884;Stenderup Kirke ;Frederik Nielsen;;4;1;(Intet Pedal)
1901 (?);Birkelse Baptistkirke ;Frederik Nielsen;;7;1;(Intet Pedal)
1890 (?);Varde, Vor Frelsers Kirke ;Frederik Nielsen;;3;1;(Intet Pedal)
1872;Svendborg, Sct. Knuds Kirke ;Knud Olsen;;7;1;Pedal
1876;Ørbæk Kirke ;Knud Olsen;;6;1;Anhangspedal
1887;Kirke Hvalsø Kirke ;Knud Olsen;;7;1;(Intet Pedal)
1894;Uth Kirke ;Knud Olsen;;6;1;(Intet Pedal)
1852 (?);Undløse Kirke ;Frederik Hoffmann Ramus;;4;1;(Intet Pedal)
1902 (?);København, Sct. Augustins Kirke;I. Starup;;6;1;Pedal
1904;Åstrup Kirke ;I. Starup;;6;1;(Intet Pedal)
1911;Sønder Kirkeby Kirke ;I. Starup;;5;1;(Intet Pedal)
1966;Snostrup Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal)
1875 (?);Tvede Kirke ;Anonym Mester;;3;1;(Intet Pedal)
2004;Uldum Kirke ;Bruno Christensen & Sønner;Gert Madsen [se noter].;17;2;Pedal
2004;Thorsager Kirke ;Bruno Christensen & Sønner;"Birch & Svenning [""Mogens Svenning"" iflg. Aarhus Stiftstidende 01-12-2002].";15;2;Pedal
2004;Horreby Kirke ;A.E. Lang's Eftf;;10;2;Pedal
2003;København, Vor Frue Kirke;P.G. Andersen & Bruhn;Billedskærer: Jacob Friis [http://www.billedskaererfriis.dk].;4;2;Pedal
1976;Resen Kirke ;I. Starup & Søn;;4;1;(Intet Pedal)
1969;Højby Kirke ;Marcussen & Søn;Ebbe Lehn Petersen;6;1;Pedal
1966;Hyllested Kirke ;I. Starup & Søn;;6;1;(Intet Pedal)
1963;Rødovre, Ungdomsbyens Kirke ;I. Starup & Søn;;4;1;(Intet Pedal)
1967;Holstebro Kirke;Th. Frobenius & Sønner;;4;1;(Intet Pedal)
1947;Kirke Skensved Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal)
1968;Kisserup Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;6;1;Pedal
1976;Klim Valgmenighedskirke ;P. Bruhn & Søn;;4;1;Anhangspedal
1965;Klinte Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal)
1967;Koed Kirke ;Th. Frobenius & Sønner;;7;1;Pedal
1965;Kolby Kirke ;Th. Frobenius & Co;;7;1;Pedal
1953;Kollerup Kirke ;Marcussen & Søn;;6;1;(Intet Pedal)
1973;Krejbjerg Kirke ;Jydsk Orgelbyggeri;;8;1;Pedal
1970;Kristianshede Kirke ;Marcussen & Søn;;5;1;(Intet Pedal)
1938;Krogstrup Kirke ;I. Starup & Søn;;6;1;(Intet Pedal)
1965;Kværs Kirke ;Brdr. Bruhn;> Rolf Graae i samarbejde med Svend Aage Aakjær [se noter].;9;2;Pedal
1952;Kyndby Kirke ;I. Starup & Søn;;7;1;Pedal
1925;Karlby Kirke ;A.C. Zachariasen;;4;1;(Intet Pedal)
1977;Karstoft Kirke ;Ludvig Vestre;;7;2;Pedal
1969;Kongens Tisted Kirke ;Jydsk Orgelbyggeri;> E. Windfeld Brorsen [media].;4;1;Anhangspedal
2004;Jægersborg Kirke;P.G. Andersen & Bruhn;Træskærerarbejder: Jacob Friis.;4;1;(Intet Pedal)
2003;Falslev Kirke ;Bruno Christensen & Sønner;Niels Foged, Mariager [iflg. Orglet 2004,1]. Leif Høg, Mariager [iflg. Menighedsrådenes Blad 2004,2.;10;2;Pedal
2003;Frederiks Kirke ;Bruno Christensen & Sønner;> Thomas Meedom-Bæch.;12;2;Pedal
2003;København, Frederiks Kirke;Marcussen & Søn;;4;1;(Intet Pedal)
1976;Tømmerup Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;10;2;Pedal
1963;Kærby Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal)
1924;København, Emmaus Kirke;Th. Frobenius & Co;;23;2;Pedal
1930;København, Fredens Kirke;I. Starup & Søn;;23;2;Pedal
2003;Eltang Kirke ;P.G. Andersen & Bruhn;;12;2;Pedal
2003;Ydby Kirke ;Bruno Christensen & Sønner;> Ib Lydholm [se noter].;11;2;Pedal
1969;Ulbølle Kirke ;Brdr. Bruhn;;11;2;Pedal
2004;Sønder Bjert Kirke ;P.G. Andersen & Bruhn;;20;2;Pedal
1968;Køng Kirke ;Brdr. Bruhn;;11;2;Pedal
1970;Landet Kirke ;Th. Frobenius & Sønner;;6;1;Pedal
1967;Langø Kirke ;I. Starup & Søn;;4;1;(Intet Pedal)
1963;Lee Kirke ;Marcussen & Søn;;7;1;Pedal
1965;Lem Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal)
1979;Lild Strandkirke ;Jydsk Orgelbyggeri;Orgelbyggeriet [iflg. medd. fra dette 1980].;4;1;(Intet Pedal)
1966;Lindeballe Kirke ;Jydsk Orgelbyggeri;;4;1;Anhangspedal
1973;Lindholm Kirke;Bruno Christensen;;4;1;(Intet Pedal)
1963;Louns Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal)
1967;Lumsås Kirke ;Th. Frobenius & Sønner;;7;1;Pedal
1945;Lunde Kirke ;Marcussen & Søn;> Billedskærer: Erik Pedersen [se noter].;8;1;Pedal
1961;Lyby Kirke ;Th. Frobenius & Co;;6;1;(Intet Pedal)
1971;Lysgård Kirke ;Bruno Christensen;;5;1;(Intet Pedal)
1969;Lild kirke ;Th. Frobenius & Sønner;;10;2;Pedal
1964;Mellerup Kirke ;I. Starup & Søn;;4;1;Anhangspedal
1969;Mygind Kirke ;Jensen & Thomsen;;4;1;Anhangspedal
1941;Østbirk Kirke ;Th. Frobenius & Co;;22;2;Pedal
2005;Fårup Kirke ;Th. Frobenius & Sønner;Brøggers Tegnestue. [Iflg. menighedsrådenes Blad 2005,5].;12;2;Pedal
1970;Nees Kirke ;Th. Frobenius & Sønner;;4;1;(Intet Pedal)
1971;Nordrupøster Kirke ;Th. Frobenius & Sønner;;4;1;(Intet Pedal)
1952;Næsbjerg Kirke ;Marcussen & Søn;;6;1;Anhangspedal
1967;Næsborg Kirke ;Th. Frobenius & Sønner;;4;1;(Intet Pedal)
1967;Næsby Kirke ;I. Starup & Søn;;6;1;Pedal
1970;Nørre Felding Kirke ;Th. Frobenius & Sønner;;4;1;(Intet Pedal)
1930;Nørre Løgum Kirke ;Marcussen & Søn;;13;2;Pedal
1954;Nørre Onsild Kirke ;Marcussen & Søn;;6;1;Pedal
1961;Nørre Ørslev Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal)
1968;Odby Kirke ;Jydsk Orgelbyggeri;;4;1;Anhangspedal
1957;Oddense Kirke ;Frederiksborg Orgelbyggeri;;4;1;Anhangspedal
1966;Onsbjerg Kirke ;Th. Frobenius & Co;;7;1;Pedal
1967;Otterup Kirke ;Bruno Christensen;;11;2;Pedal
1966;Ottestrup Kirke ;I. Starup & Søn;;5;1;Pedal
1969;Outrup Kirke ;Th. Frobenius & Sønner;;10;2;Pedal
1976;Over Feldborg Kirke ;Bruno Christensen & Sønner;;6;1;Pedal
1939;Overlade Kirke ;Th. Frobenius & Co;;6;1;(Intet Pedal)
1966;Pjedsted Kirke ;Th. Frobenius & Co;;5;1;Pedal
1974;Povlsker, Sct. Povls Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;12;2;Pedal
1966;Rakkeby Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal
1951;Ramsing Kirke ;Th. Frobenius & Co;;5;1;(Intet Pedal)
1963;Refsvindinge Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;6;1;Pedal
1958;Rimsø Kirke ;I. Starup & Søn;;6;1;Pedal
1952;Ringsebølle kirke ;Marcussen & Søn;;5;1;(Intet Pedal)
1969;Rislev Kirke ;Jensen & Thomsen;;5;1;Pedal
1969;Rolfsted Kirke ;Marcussen & Søn;Knud, Erik og Ebbe Lehn Petersen [se noter].;10;2;Pedal
1960;Romlund Kirke ;Jydsk Orgelbyggeri;;4;1;(Intet Pedal)
1966;Roslev Kirke ;Th. Frobenius & Co;;14;2;Pedal
1967;Rostrup Kirke ;Brdr. Bruhn;;6;1;Pedal
1964;Roum Kirke ;Th. Frobenius & Co;;5;1;Pedal
1969;Rynkeby Kirke ;Th. Frobenius & Sønner;;8;1;Pedal
1955;Rø Kirke ;Th. Frobenius & Co;;7;1;Pedal
1967;Rødding Kirke ;Th. Frobenius & Sønner;;10;2;Pedal
1957;Rømø Kirke ;Marcussen & Søn;;10;2;Pedal
1968;Rønbjerg Kirke ;Th. Frobenius & Sønner;;4;1;(Intet Pedal)
1968;Rørbæk Kirke ;Jydsk Orgelbyggeri;;4;1;Anhangspedal
1964;Rårup Kirke ;Marcussen & Søn;Orgelbyggeriet [se noter].;11;2;Pedal
1965;Sandby Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal)
1970;Sejlflod Kirke ;P. Bruhn;;6;1;Pedal
1954;Siem Kirke ;Arne Nielsen;;4;1;(Intet Pedal)
1944;Sigersted Kirke ;Marcussen & Søn;;8;1;Anhangspedal
2004;Sabro Kirke ;P.G. Andersen & Bruhn;Arkitektgruppen Regnbuen.;10;2;Pedal
1946;Sinding Kirke ;Marcussen & Søn;;6;1;Anhangspedal
1945;Sinding Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal)
1968;Sjørslev Kirke ;Jydsk Orgelbyggeri;;5;1;(Intet Pedal)
1962;Skallerup Kirke ;I. Starup & Søn;;4;1;Anhangspedal
1966;Skals Kirke ;I. Starup & Søn;;5;1;Pedal
1942;Skamstrup Kirke ;I. Starup & Søn;;11;2;Pedal
1967;Skeby Kirke ;Bruno Christensen;;5;1;(Intet Pedal)
1951;Thorup Kirke ;Marcussen & Søn;;4;1;(Intet Pedal)
1969;Skjern Kirke ;P. Bruhn;;5;1;(Intet Pedal)
1963;Skjørring Kirke ;Marcussen & Søn;;5;1;(Intet Pedal)
1967;Skovlænge Kirke ;I. Starup & Søn;;4;1;(Intet Pedal)
1969;Skærlund Kirke ;Jensen & Thomsen;;5;1;Pedal
1989;Slagelse, Sct. Mikkels Kirke;Poul-Gerhard Andersen's Orgelbyggeri;;4;1;Anhangspedal
1970;Snæbum Kirke ;Jydsk Orgelbyggeri;;5;1;Pedal
1966;Solbjerg Kirke ;Jydsk Orgelbyggeri;;4;1;Anhangspedal
1966;Solbjerg Kirke ;I. Starup & Søn;;4;1;(Intet Pedal)
1942;Staby Kirke ;Marcussen & Søn;;7;1;Anhangspedal
1969;Stagstrup Kirke ;Jydsk Orgelbyggeri;;5;1;Anhangspedal
1947;Sønder Stenderup Kirke ;Th. Frobenius & Co;;10;2;Pedal
1950;Stenlille Kirke ;I. Starup & Søn;;6;1;Pedal
1959;Stenvad Kirke ;Marcussen & Søn;;7;1;Pedal
1947;Stige Kirke ;Marcussen & Søn;;12;2;Pedal
1945;Stokkemarke Kirke ;I. Starup & Søn;;17;2;Pedal
1955;Strandby Kirke ;Marcussen & Søn;;8;1;Pedal
1961;Strø Kirke ;Frederiksborg Orgelbyggeri;;6;1;Pedal
1970;Studsgård Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal
1965;Svallerup Kirke ;I. Starup & Søn;;4;1;Anhangspedal
1955;Svaneke Kirke ;Th. Frobenius & Co;;11;2;Pedal
1960;Svingelbjerg Kirke ;Th. Frobenius & Co;;3;1;(Intet Pedal)
1968;Syv Kirke ;Th. Frobenius & Sønner;;6;1;Pedal
1954;Søborg Kirke ;Th. Frobenius & Co;Peter Paludan. [Jfr. kirkefolder, se noter];24;3;Pedal
1983;Søby Kirke ;Jydsk Orgelbyggeri;;7;1;Pedal
1966;Søllinge Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal)
1961;Sønder Broby Kirke ;Marcussen & Søn;;7;1;Pedal
1942;Sønder Højrup Kirke ;Marcussen & Søn;;5;1;(Intet Pedal)
1969;Sønder Jernløse Kirke ;Jensen & Thomsen;;5;1;Anhangspedal
1964;Sønder Lem Kirke ;Marcussen & Søn;;6;1;Anhangspedal
1945;Thise Kirke ;Marcussen & Søn;;7;1;Pedal
1965;Thurø Kirke ;Marcussen & Søn;> Rolf Graae.;10;2;Pedal
1970;Thyborøn Kirke ;Th. Frobenius & Sønner;;14;2;Pedal
1969;Tillitse Kirke ;I. Starup & Søn;;7;2;Pedal
1965;Tiphede Kirke ;Th. Frobenius & Co;;5;1;Anhangspedal
1969;Tiset Kirke ;Th. Frobenius & Sønner;;7;1;Pedal
1969;Tistrup Kirke ;Brdr. Bruhn;;7;1;Pedal
1953;Tjæreby Kirke ;Marcussen & Søn;;12;2;Pedal
1968;Torslev Kirke ;Marcussen & Søn;;10;2;Pedal
1966;Torsted Kirke ;I. Starup & Søn;;4;1;(Intet Pedal)
1985;Torsted Kirke ;Troels Krohn;;7;1;Pedal
1953;Torrup Kirke ;Frederiksborg Orgelbyggeri;;5;1;Anhangspedal
1862;Vejlby Kirke;Jens Gregersen;;4;1;(Intet Pedal)
1968;Trandum Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal)
1971;Trans Kirke ;P. Bruhn & Søn;;4;1;Anhangspedal
1968;Tved Kirke ;Jydsk Orgelbyggeri;;11;2;Pedal
1947;Tybjerg Kirke ;Th. Frobenius & Co;;7;1;Pedal
1932;Tødsø Kirke ;Marcussen & Søn;;6;1;Anhangspedal
1969;Tårnby Kirke ;I. Starup & Søn;;4;1;(Intet Pedal)
1964;Ubby Kirke ;I. Starup & Søn;;10;2;Pedal
1971;Uggerslev Kirke ;Th. Frobenius & Sønner;;5;1;(Intet Pedal)
1962;Ullerslev Kirke ;Th. Frobenius & Co;;8;1;Pedal
1956;Ullits Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal)
1964;Urlev Kirke ;Th. Frobenius & Co;"Typeorgel ""Ishøj"".";4;1;(Intet Pedal)
1970;Valby Kirke ;Jensen & Thomsen;;7;1;Pedal
1970;Valløby Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;7;1;Pedal
1952;Vamdrup Kirke ;Th. Frobenius & Co;;16;2;Pedal
1986;Vang Kirke ;I. Starup & Søn;;6;1;Pedal
1974;Vantore Kirke ;I. Starup & Søn;;4;1;(Intet Pedal)
2004;Asperup Kirke ;Gunnar Fabricius Husted;> Thomas Havning (1926). [Se noter].;15;2;Pedal
1962;Veggerslev Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal)
1965;Vejerslev Kirke ;Th. Frobenius & Co;;6;1;Pedal
1966;Vejle Kirke ;Marcussen & Søn;;4;1;(Intet Pedal)
1961;Vejleby Kirke ;I. Starup & Søn;;4;1;Anhangspedal
1967;Vejstrup Valgmenighedskirke ;I. Starup & Søn;;9;2;Pedal
1960;Veksø Kirke ;I. Starup & Søn;;6;1;Pedal
1949;Vester Hornum Kirke ;Th. Frobenius & Co;;5;1;(Intet Pedal)
1975 (?);Vester Løve Kirke ;Emil Hammer;;2;1;(Intet Pedal)
1948;Vestermarie Kirke ;Th. Frobenius & Co;;14;2;Pedal
1970;Vigerslev Kirke ;Bruno Christensen;;11;2;Pedal
